46,6,8,485,26,37,2,4,2,0,11,54,4,13,543,14,14,5,2,1,0,8
52,6,13,514,12,22,6,4,2,0,13,48,1,4,476,17,20,3,4,2,0,13
49,7,18,412,20,34,9,0,4,0,12,51,8,18,447,17,29,5,5,3,0,12
51,8,18,447,17,29,5,5,3,0,12,49,7,18,412,20,34,9,0,4,0,12
40,2,11,271,13,27,6,4,2,0,13,60,5,13,403,11,38,12,3,2,0,12
60,5,13,403,11,38,12,3,2,0,12,40,2,11,271,13,27,6,4,2,0,13
61,3,14,491,18,15,6,2,0,0,9,39,3,5,315,16,30,4,2,1,0,17
39,3,5,315,16,30,4,2,1,0,17,61,3,14,491,18,15,6,2,0,0,9
42,2,10,326,20,29,8,4,1,0,12,58,1,16,452,8,35,9,2,5,0,11
58,1,16,452,8,35,9,2,5,0,11,42,2,10,326,20,29,8,4,1,0,12
63,10,22,527,14,25,10,2,1,0,7,37,3,6,312,19,34,4,2,4,0,9
37,3,6,312,19,34,4,2,4,0,9,63,10,22,527,14,25,10,2,1,0,7
62,4,12,586,20,28,5,7,1,0,7,38,4,13,356,13,29,8,1,1,0,7
38,4,13,356,13,29,8,1,1,0,7,62,4,12,586,20,28,5,7,1,0,7
49,7,16,458,22,7,5,5,1,0,11,51,8,10,505,21,23,1,3,2,0,8
51,8,10,505,21,23,1,3,2,0,8,49,7,16,458,22,7,5,5,1,0,11
67,8,18,729,12,17,4,1,1,0,14,33,6,13,341,19,19,4,1,1,0,9
33,6,13,341,19,19,4,1,1,0,9,67,8,18,729,12,17,4,1,1,0,14
74,6,15,883,21,11,4,6,0,0,6,26,2,7,313,21,16,2,1,1,0,13
26,2,7,313,21,16,2,1,1,0,13,74,6,15,883,21,11,4,6,0,0,6
45,2,10,387,25,10,5,3,1,0,11,55,1,8,490,17,17,4,6,2,0,8
55,1,8,490,17,17,4,6,2,0,8,45,2,10,387,25,10,5,3,1,0,11
61,6,20,472,12,7,4,0,2,0,7,39,3,7,315,14,36,1,0,1,1,21
39,3,7,315,14,36,1,0,1,1,21,61,6,20,472,12,7,4,0,2,0,7
44,7,15,354,18,26,5,7,1,0,9,56,5,12,448,18,22,6,3,1,0,8
56,5,12,448,18,22,6,3,1,0,8,44,7,15,354,18,26,5,7,1,0,9
63,5,22,479,13,17,12,1,2,0,13,37,1,6,289,9,36,1,2,0,0,10
37,1,6,289,9,36,1,2,0,0,10,63,5,22,479,13,17,12,1,2,0,13
39,6,18,323,18,33,7,2,2,0,9,61,4,14,505,18,40,10,2,1,0,11
61,4,14,505,18,40,10,2,1,0,11,39,6,18,323,18,33,7,2,2,0,9
42,4,14,305,17,37,7,4,3,0,13,58,6,12,420,11,16,6,4,2,0,13
58,6,12,420,11,16,6,4,2,0,13,42,4,14,305,17,37,7,4,3,0,13
35,5,11,306,20,25,10,4,1,0,12,65,2,11,581,18,32,6,1,1,0,9
65,2,11,581,18,32,6,1,1,0,9,35,5,11,306,20,25,10,4,1,0,12
73,7,21,725,18,13,6,2,1,0,11,27,3,8,263,15,32,3,5,1,0,9
27,3,8,263,15,32,3,5,1,0,9,73,7,21,725,18,13,6,2,1,0,11
69,4,15,688,19,13,5,5,4,0,7,31,1,6,309,21,21,5,7,3,0,11
31,1,6,309,21,21,5,7,3,0,11,69,4,15,688,19,13,5,5,4,0,7
72,3,10,734,12,4,11,1,2,0,9,28,5,13,292,19,26,2,2,2,0,16
28,5,13,292,19,26,2,2,2,0,16,72,3,10,734,12,4,11,1,2,0,9
65,5,17,700,13,14,5,0,1,0,12,35,1,6,380,18,29,1,0,1,0,12
35,1,6,380,18,29,1,0,1,0,12,65,5,17,700,13,14,5,0,1,0,12
55,3,14,431,19,11,6,5,3,0,10,45,3,8,369,17,20,1,1,1,1,7
45,3,8,369,17,20,1,1,1,1,7,55,3,14,431,19,11,6,5,3,0,10
71,8,16,517,12,23,7,0,0,0,12,29,1,7,220,16,35,3,1,3,0,13
29,1,7,220,16,35,3,1,3,0,13,71,8,16,517,12,23,7,0,0,0,12
37,5,10,370,20,43,2,4,2,0,10,63,8,19,600,19,11,5,1,3,0,6
63,8,19,600,19,11,5,1,3,0,6,37,5,10,370,20,43,2,4,2,0,10
59,5,12,509,23,17,10,2,1,0,13,41,2,13,351,13,39,3,3,2,0,12
41,2,13,351,13,39,3,3,2,0,12,59,5,12,509,23,17,10,2,1,0,13
36,1,5,360,14,25,5,4,0,0,12,64,7,10,637,13,22,5,4,1,1,13
64,7,10,637,13,22,5,4,1,1,13,36,1,5,360,14,25,5,4,0,0,12
31,1,9,359,21,11,8,2,0,0,6,69,6,9,839,13,14,1,3,0,0,3
69,6,9,839,13,14,1,3,0,0,3,31,1,9,359,21,11,8,2,0,0,6
40,9,18,369,12,22,4,3,0,0,19,60,2,13,549,15,8,4,5,3,0,12
60,2,13,549,15,8,4,5,3,0,12,40,9,18,369,12,22,4,3,0,0,19
41,5,11,394,14,30,5,4,2,0,6,59,4,20,574,20,20,8,2,1,0,9
59,4,20,574,20,20,8,2,1,0,9,41,5,11,394,14,30,5,4,2,0,6
45,3,12,443,21,18,3,1,1,0,9,55,6,14,547,28,19,5,1,2,0,8
55,6,14,547,28,19,5,1,2,0,8,45,3,12,443,21,18,3,1,1,0,9
56,4,14,585,15,21,5,1,0,0,6,44,3,17,450,12,45,5,1,1,0,11
44,3,17,450,12,45,5,1,1,0,11,56,4,14,585,15,21,5,1,0,0,6
48,3,17,312,26,21,7,2,1,0,3,52,4,15,345,21,48,6,0,2,0,12
52,4,15,345,21,48,6,0,2,0,12,48,3,17,312,26,21,7,2,1,0,3
59,9,29,518,9,19,10,1,1,0,9,41,0,4,357,18,33,2,2,1,0,10
41,0,4,357,18,33,2,2,1,0,10,59,9,29,518,9,19,10,1,1,0,9
32,2,7,265,13,18,2,1,0,1,10,68,6,14,568,15,29,6,4,2,0,12
68,6,14,568,15,29,6,4,2,0,12,32,2,7,265,13,18,2,1,0,1,10
38,3,7,303,27,48,4,1,2,0,7,62,0,8,496,14,16,8,1,1,1,6
62,0,8,496,14,16,8,1,1,1,6,38,3,7,303,27,48,4,1,2,0,7
73,6,16,786,14,21,8,2,0,0,9,27,1,4,286,6,36,4,3,0,0,3
27,1,4,286,6,36,4,3,0,0,3,73,6,16,786,14,21,8,2,0,0,9
59,4,16,492,11,12,7,3,3,0,10,41,4,7,358,26,39,3,3,3,0,10
41,4,7,358,26,39,3,3,3,0,10,59,4,16,492,11,12,7,3,3,0,10
40,6,16,358,20,23,3,0,4,0,12,60,5,11,520,24,15,5,2,4,0,13
60,5,11,520,24,15,5,2,4,0,13,40,6,16,358,20,23,3,0,4,0,12
66,9,16,725,18,17,4,0,2,0,8,34,4,9,360,23,18,6,1,1,0,17
34,4,9,360,23,18,6,1,1,0,17,66,9,16,725,18,17,4,0,2,0,8
60,7,22,477,27,20,8,5,3,0,15,40,6,11,331,21,17,5,2,3,1,17
40,6,11,331,21,17,5,2,3,1,17,60,7,22,477,27,20,8,5,3,0,15
58,3,16,521,21,17,6,1,3,0,12,42,3,9,388,16,42,1,3,2,0,7
42,3,9,388,16,42,1,3,2,0,7,58,3,16,521,21,17,6,1,3,0,12
33,2,6,304,14,55,4,3,4,0,14,67,6,23,608,22,8,8,0,2,0,11
67,6,23,608,22,8,8,0,2,0,11,33,2,6,304,14,55,4,3,4,0,14
32,3,9,269,30,33,4,0,2,1,14,68,5,18,591,17,13,5,0,3,0,12
68,5,18,591,17,13,5,0,3,0,12,32,3,9,269,30,33,4,0,2,1,14
61,11,17,461,12,11,10,2,1,0,10,39,5,9,295,14,20,4,5,2,0,10
39,5,9,295,14,20,4,5,2,0,10,61,11,17,461,12,11,10,2,1,0,10
30,7,11,308,18,35,3,4,0,0,4,70,7,15,714,16,28,11,6,1,0,8
70,7,15,714,16,28,11,6,1,0,8,30,7,11,308,18,35,3,4,0,0,4
26,6,10,228,13,22,5,6,1,0,10,74,12,18,681,5,15,9,3,0,0,3
74,12,18,681,5,15,9,3,0,0,3,26,6,10,228,13,22,5,6,1,0,10
76,3,19,646,14,8,14,0,0,0,7,24,5,8,204,25,63,2,2,5,0,18
24,5,8,204,25,63,2,2,5,0,18,76,3,19,646,14,8,14,0,0,0,7
46,7,25,315,7,13,10,2,0,0,12,54,5,13,385,14,25,8,2,0,0,7
54,5,13,385,14,25,8,2,0,0,7,46,7,25,315,7,13,10,2,0,0,12
30,2,6,284,16,18,1,2,4,0,18,70,3,17,678,14,18,5,0,4,0,10
70,3,17,678,14,18,5,0,4,0,10,30,2,6,284,16,18,1,2,4,0,18
45,7,10,447,15,18,4,2,3,0,13,55,4,9,545,12,21,4,3,3,0,10
55,4,9,545,12,21,4,3,3,0,10,45,7,10,447,15,18,4,2,3,0,13
52,8,13,527,9,29,8,4,0,0,7,48,5,18,473,15,21,6,2,0,0,5
48,5,18,473,15,21,6,2,0,0,5,52,8,13,527,9,29,8,4,0,0,7
41,2,8,424,14,16,6,3,2,0,9,59,4,10,634,13,18,6,2,1,0,11
59,4,10,634,13,18,6,2,1,0,11,41,2,8,424,14,16,6,3,2,0,9
62,2,14,525,17,14,7,2,5,0,13,38,0,6,323,16,22,1,0,4,0,20
38,0,6,323,16,22,1,0,4,0,20,62,2,14,525,17,14,7,2,5,0,13
37,4,14,307,12,21,2,2,2,0,11,63,1,14,515,11,20,7,1,0,0,11
63,1,14,515,11,20,7,1,0,0,11,37,4,14,307,12,21,2,2,2,0,11
36,4,13,248,13,28,7,4,2,0,9,64,1,12,448,17,34,7,0,2,0,10
64,1,12,448,17,34,7,0,2,0,10,36,4,13,248,13,28,7,4,2,0,9
63,11,20,625,15,15,10,4,1,0,11,37,4,10,376,18,26,3,3,1,1,15
37,4,10,376,18,26,3,3,1,1,15,63,11,20,625,15,15,10,4,1,0,11
48,6,13,430,19,20,5,2,1,0,10,52,4,8,474,19,21,3,0,2,0,8
52,4,8,474,19,21,3,0,2,0,8,48,6,13,430,19,20,5,2,1,0,10
39,5,8,410,28,31,1,1,2,0,12,61,4,14,640,19,11,13,2,0,0,11
61,4,14,640,19,11,13,2,0,0,11,39,5,8,410,28,31,1,1,2,0,12
42,3,11,410,20,18,6,3,3,0,12,58,2,7,578,23,29,5,1,1,0,7
58,2,7,578,23,29,5,1,1,0,7,42,3,11,410,20,18,6,3,3,0,12
50,4,12,425,13,23,4,0,2,1,10,50,6,13,425,13,30,6,2,5,0,17
50,6,13,425,13,30,6,2,5,0,17,50,4,12,425,13,23,4,0,2,1,10
57,5,12,412,22,29,6,4,1,0,13,43,3,15,321,25,27,6,4,1,0,13
43,3,15,321,25,27,6,4,1,0,13,57,5,12,412,22,29,6,4,1,0,13
67,5,13,705,15,14,6,3,1,0,7,33,2,9,335,11,19,2,2,2,0,9
33,2,9,335,11,19,2,2,2,0,9,67,5,13,705,15,14,6,3,1,0,7
43,1,8,384,27,31,4,6,2,0,10,57,2,12,495,24,9,4,3,1,0,8
57,2,12,495,24,9,4,3,1,0,8,43,1,8,384,27,31,4,6,2,0,10
74,5,15,624,19,13,10,2,1,0,5,26,5,8,233,17,61,1,1,1,0,13
26,5,8,233,17,61,1,1,1,0,13,74,5,15,624,19,13,10,2,1,0,5
70,3,15,623,7,10,8,2,0,0,7,30,0,4,264,23,34,3,1,2,0,8
30,0,4,264,23,34,3,1,2,0,8,70,3,15,623,7,10,8,2,0,0,7
71,8,17,663,13,14,5,2,0,0,7,29,3,10,255,17,26,0,1,0,0,5
29,3,10,255,17,26,0,1,0,0,5,71,8,17,663,13,14,5,2,0,0,7
38,4,10,389,21,25,5,4,1,0,15,62,3,13,633,8,18,3,0,2,0,7
62,3,13,633,8,18,3,0,2,0,7,38,4,10,389,21,25,5,4,1,0,15
56,4,16,498,16,19,6,6,2,0,14,44,3,6,391,22,36,4,2,1,0,10
44,3,6,391,22,36,4,2,1,0,10,56,4,16,498,16,19,6,6,2,0,14
42,3,6,455,24,14,4,5,2,0,14,58,3,10,654,15,11,1,4,2,0,6
58,3,10,654,15,11,1,4,2,0,6,42,3,6,455,24,14,4,5,2,0,14
34,7,12,317,20,20,4,2,3,0,12,66,4,13,629,15,14,5,2,1,0,10
66,4,13,629,15,14,5,2,1,0,10,34,7,12,317,20,20,4,2,3,0,12
65,11,36,562,12,9,13,2,0,0,6,35,2,6,321,27,41,2,3,2,0,14
35,2,6,321,27,41,2,3,2,0,14,65,11,36,562,12,9,13,2,0,0,6
38,5,11,420,26,15,1,4,0,0,7,62,6,15,675,16,18,10,2,0,0,3
62,6,15,675,16,18,10,2,0,0,3,38,5,11,420,26,15,1,4,0,0,7
60,6,11,553,17,18,1,2,2,0,10,40,2,7,357,17,12,3,4,5,0,14
40,2,7,357,17,12,3,4,5,0,14,60,6,11,553,17,18,1,2,2,0,10
57,3,14,541,11,15,6,3,2,0,8,43,5,10,392,19,19,5,2,0,1,18
43,5,10,392,19,19,5,2,0,1,18,57,3,14,541,11,15,6,3,2,0,8
72,5,17,693,18,13,9,3,0,0,10,28,3,8,262,23,37,5,2,2,0,9
28,3,8,262,23,37,5,2,2,0,9,72,5,17,693,18,13,9,3,0,0,10
62,5,16,523,16,14,8,3,2,0,12,38,6,13,329,12,46,2,1,3,0,9
38,6,13,329,12,46,2,1,3,0,9,62,5,16,523,16,14,8,3,2,0,12
78,5,19,733,17,3,13,2,0,0,7,22,3,5,213,23,46,0,1,4,0,6
22,3,5,213,23,46,0,1,4,0,6,78,5,19,733,17,3,13,2,0,0,7
54,0,9,499,22,10,6,2,1,0,9,46,2,4,463,9,40,0,4,2,0,12
46,2,4,463,9,40,0,4,2,0,12,54,0,9,499,22,10,6,2,1,0,9
52,7,18,381,19,26,10,4,3,0,9,45,5,11,380,25,38,4,2,2,0,11
45,5,11,380,25,38,4,2,2,0,11,52,7,18,381,19,26,10,4,3,0,9
26,3,9,209,17,15,4,3,2,0,13,74,9,17,640,17,14,7,0,1,0,13
74,9,17,640,17,14,7,0,1,0,13,26,3,9,209,17,15,4,3,2,0,13
42,3,10,412,11,9,2,4,0,0,13,58,8,17,605,14,29,1,2,2,0,9
58,8,17,605,14,29,1,2,2,0,9,42,3,10,412,11,9,2,4,0,0,13
30,5,11,286,15,28,2,0,2,0,9,70,5,14,878,23,4,0,2,1,0,6
70,5,14,878,23,4,0,2,1,0,6,30,5,11,286,15,28,2,0,2,0,9
49,4,11,401,17,20,5,2,2,0,11,51,6,13,417,10,31,7,2,4,0,19
51,6,13,417,10,31,7,2,4,0,19,49,4,11,401,17,20,5,2,2,0,11
62,5,31,487,10,13,12,0,0,0,9,38,4,9,303,20,47,1,3,3,0,11
38,4,9,303,20,47,1,3,3,0,11,62,5,31,487,10,13,12,0,0,0,9
39,5,10,320,22,47,3,1,2,0,5,66,4,11,613,18,13,7,3,2,1,8
66,4,11,613,18,13,7,3,2,1,8,39,5,10,320,22,47,3,1,2,0,5
75,8,16,723,8,13,10,1,0,0,7,25,2,6,233,15,42,2,1,0,0,10
25,2,6,233,15,42,2,1,0,0,10,75,8,16,723,8,13,10,1,0,0,7
65,10,16,634,14,14,5,1,1,0,9,35,2,10,335,27,22,3,4,1,0,13
35,2,10,335,27,22,3,4,1,0,13,65,10,16,634,14,14,5,1,1,0,9
56,7,10,599,12,16,3,1,2,0,5,43,4,14,449,16,6,4,3,1,0,8
43,4,14,449,16,6,4,3,1,0,8,56,7,10,599,12,16,3,1,2,0,5
32,3,12,324,19,22,4,1,2,0,10,68,4,7,711,7,12,9,1,1,0,4
68,4,7,711,7,12,9,1,1,0,4,32,3,12,324,19,22,4,1,2,0,10
35,2,11,552,392,18,12,3,0,1,15,65,4,10,729,12,13,4,2,0,0,5
65,4,10,729,12,13,4,2,0,0,5,35,2,11,552,392,18,12,3,0,1,15
46,5,11,409,25,31,4,4,2,0,10,54,5,16,487,20,20,6,2,0,0,3
54,5,16,487,20,20,6,2,0,0,3,46,5,11,409,25,31,4,4,2,0,10
45,3,11,349,23,36,6,2,0,0,10,55,4,13,427,16,19,6,1,2,0,11
55,4,13,427,16,19,6,1,2,0,11,45,3,11,349,23,36,6,2,0,0,10
44,5,14,395,8,26,4,3,3,0,12,56,5,9,529,9,18,3,2,1,0,10
56,5,9,529,9,18,3,2,1,0,10,44,5,14,395,8,26,4,3,3,0,12
62,7,16,448,18,27,10,0,0,0,14,38,3,12,273,15,34,4,1,2,0,16
38,3,12,273,15,34,4,1,2,0,16,62,7,16,448,18,27,10,0,0,0,14
61,3,10,664,18,18,6,0,3,0,7,39,4,11,413,18,14,7,4,2,0,7
39,4,11,413,18,14,7,4,2,0,7,61,3,10,664,18,18,6,0,3,0,7
63,5,12,566,7,28,3,1,1,0,17,37,2,8,326,22,34,6,4,2,0,16
37,2,8,326,22,34,6,4,2,0,16,63,5,12,566,7,28,3,1,1,0,17
48,10,15,511,17,15,5,2,1,0,8,52,2,8,551,17,14,3,5,2,0,13
52,2,8,551,17,14,3,5,2,0,13,48,10,15,511,17,15,5,2,1,0,8
34,0,4,394,13,24,3,3,0,0,11,66,4,12,781,13,17,4,3,1,0,8
66,4,12,781,13,17,4,3,1,0,8,34,0,4,394,13,24,3,3,0,0,11
43,5,17,338,21,33,5,4,1,0,15,57,4,11,453,16,18,5,1,4,0,11
57,4,11,453,16,18,5,1,4,0,11,43,5,17,338,21,33,5,4,1,0,15
23,4,5,235,25,33,3,0,2,1,11,77,6,14,783,12,19,8,2,3,0,10
77,6,14,783,12,19,8,2,3,0,10,23,4,5,235,25,33,3,0,2,1,11
65,8,11,681,12,20,4,6,2,1,10,35,3,7,355,8,19,5,0,0,0,7
35,3,7,355,8,19,5,0,0,0,7,65,8,11,681,12,20,4,6,2,1,10